"KID","BOX_NUMBER","STARTING_DEPTH","ENDING_DEPTH"
"1006022053","A0804","2600","3400"
"1001198518","B0916","1300","2800"
"1002886641","13121","2600","3335"
"1001197439","49409","2200","3000"
"1001197439","49410","3000","3293"
"1001198349","50832","2650","3422"
"1001193999","48868","2600","3337"
"1001198567","00493","3200","3318"
"1001194224","48871","2950","3450"
"1001199076","04953","3100","3583"
"1001200999","04051","2500","3285"
"1008357661","05511","2700","3368"
"1001201629","06936","2100","3200"
"1001201629","06937","3200","3356"
"1001201567","06937","2600","3337"
"1001201595","06939","3344","3397"
"1001202009","06939","120","1500"
"1001202009","06941","2700","3445"
"1001201979","06942","10","815"
"1001201979","06943","815","1950"
"1001201979","06945","3301","3444"
"1001199941","06927","3000","3399"
"1001200028","06929","2600","3385"
"1001201112","06931","1700","3000"
"1001201112","06932","3000","3361"
"1001198442","10818","3165","3295"
"1001196765","30515","1955","3384"
"1001198289","26867","3300","3393"
"1001198094","28819","2850","3339"
"1046936251","F4616","2800","3362"
"1001196796","25430","2600","3334"
"1001201847","54752","2945","3385"
"1001201855","54784","2900","3391"
"1006029565","B4066","2700","3400"
"1001201367","13871","3410","3553"
"1001198546","55258","2600","3317"
"1001198538","55262","2600","3235"
"1006801268","06959","2500","3366"
"1040660250","06963","3000","3306"
"1001196764","27550","2693","3252"
"1006028272","06989","3000","3375"
"1001196718","06990","3000","3376"
"1001196731","06991","2600","3150"
"1001196731","06992","3150","3405"
"1001196780","06994","3200","3340"
"1001200833","25378","2955","3035"
"1001196560","06965","2650","3348"
"1001196605","06966","2905","3368"
"1006023118","A5868","3400","3445"
"1001198632","08517","2900","3347"
"1046115426","C5507","2350","3365"
"1001198212","C1595","2850","3263"
"1006029569","62977","2500","3310"
"1001198127","25491","3200","3291"
"1001198528","F4680","3200","3286"
"1001198482","27768","3250","3289"
"1002886804","27768","3250","3340"
"1001200817","08843","3100","3315"
"1001198166","05047","2650","3150"
"1005756142","05080","3000","3376"
"1001199749","65777","2750","3150"
"1001199749","65778","3150","3373"
"1006022121","70618","3002","3315"
"1001197473","31461","3028","3139"
"1006018733","05411","3185","3401"
"1001198342","03241","3000","3305"
